channelId,channelTitle
UC0vLUUInMmhZnrLzbxmXEZA,심해롤
UCpOdE_HnrTVEtqufgYjWIeA,롤기초강의
UCt_Q_p4UKso4Ymz3v1TDDNw,💓롤진녀💓
UCvFnhVLiuNhwF9pz2KROzeg,롤저장
UC5vXN4zyLyDzeWKjtV9crDA,롤마크사랑
UCL6Yw5dkhOPBU6HnIRQ8TIw,롤친놈
UCcz9C_PVstBAomVWmT5ZOOA,롤스탯 LoLSTAT
UCGXHZ4bDb9MEbgtoBbsN2Ig,롤안녕
UCR6r8DZb0RpQ-ugEs-ldQyA,홀로로로롤
UC4eV0IvIQIhxZ5DvP4rO1-g,롤사이드 아웃
UCY4-ynbLl4pERQ4UaxsCGxg,소서롤
UCPUcr7asnzzdCFbYQ4p0vGw,롤정치왕
UC7kxme1mWyldm4gFxKQUXMg,크로스롤
UC-2uOqWDk5j7qROLtT_WepA,롤 영상 올리는 사람
UC-ZN7iKA_zmVGwV5BKqVgmA,"•롤,발로란트"
UCvlobtcLXzeK7y8r8g_56hA,소소한롤
UCLoql3YgJ9hZ-Kst3a5Talw,겡겡이롤
UC7FFI7d1yxGnEYUrd4_Kcog,롤버블
UCiSyzLq7Bi0PMUr4poh3h1Q,BEST 롤 매드무비
UCUfq6wq9t3bS7R7GzzfS8nw,롤파파
UC7LWwBNzO-biJwcT81et0dw,칠곡롤도사
UCaeRS3JL24Uv5iDSfUKHjrA,롤 모음집
UCDcUJaIDPloUjH3mbTLqj-w,하스롤
UCmXSt3fh9TxYbCEp5U96Jrg,롤지컬
UCbt8Wtipo8BDwYi9G9tViQg,김깡순
UC5SUMMUdR9ZJHxSlX_fo34Q,롤하고싶다
UCWC1Tb0ItuQrmz1X8ZBNQdQ,롤체하는 마퐁이
UCKWZbUDUBBlaHh2-du2braA,롤클립
UC8mf_WFbaRmvamXY743Ljcw,라이브롤
UC4YwIboJXuMF-6ISAd7gqag,롤 정보 소녀
UC2li2lY81H4CXzBti3BqOQQ,뉴비의 롤일상
UCi6Qg_nH9SzbxqTRT9ZSXbw,롤토요일
UCOUuxTJCZYd2Llb92JH07dA,롤에 미친 남자
UCoFj8OfOeZLuxDKLrC4jX-g,롤티어맞추기
UCwIGs1IoRi84mhmb-N016hg,롤의 세상
UCR-6S0Md8ZNR_pcErBv-jTQ,캔디롤YOUTUBE
UCFVosjWxmA-pY8px4wVozrg,롤 한판
UCxbuPmDvJfBNs_cUf_Ph50w,롤창식이
UC_V-JRjxQ421aEwiETtpFjw,롤 하는 뉴비
UCXIWKpW8PfU2TSjvwpvx-_A,롤투데이
UCLMu2UaHDkG6p0BQzTzA_mA,롤데드무비
UCvPfGPobv1O7dbuAqoau8QA,참을수없는 롤생활
UCWiG6LRetTO7aL_GkHboAhg,덴푸시롤
UCvFsWAZq2ZtNNIBUiRZndOw,[LOLBACK]대구롤모임
UCAlPIROfefyUuzAst5hR0lw,이니시롤
UCAGiw4lTHvA_NajNwE9Ss-A,롤1도모르가나
UC6P2bnpa35vaH9-hy7628ag,alpaca
UC7qbdMDg_RO6tiPju4fnTnQ,롤은못하지만와일드리프트는 잘할래
UCwmychfJMdkoCgEFaXLpyYw,거기말고좀더아래의 롤
UCrHCW0xXxVK_vWnEbMBqOVQ,재규어 게임즈 - 롤 쇼츠
UCojzZgH3N40s-pSBHSBKFYg,롤하는따봉이
UCDEKgWbj_ic--6TjiugXcBg,일시정지) 푸고미는 롤 칼바람나락 시참 중
UCpTgvokDUKofOCj2hcnTkQw,롤은독학
UC2XruudGPeljMs9iM-G4MaQ,SAPA
UCdOWyp25T0HDtjpnV2LpIyw,EpicSkillshot - LoL VOD Library
UCduMnQx6U9Ph6YIFlaqV_rA,홀롤로로로로ㅗ로ㅗ로로롤
UCkLjqLhbdDktAiD-5YvioBA,준굴TV - 골 때리는 롤
UCXGICExxjpRLO54ZDsxS_vQ,사랑우정낭만
UCv_BptPPw1RPQvFI5IVOQjQ,롤쇼츠
UCYT56oKl_XkSdUiSo-4KFvA,Bankroll Murda 뱅크롤멀다
UCmNJUd285lzmk3mTvXOlGEA,롤린이H
UC_LOYRxZBmIW4-n9sLcjUvw,LOL英雄联盟赛事君
UC3EudG_acwkneC0_xg4l57g,롤 쇼츠모아
UCQhvjgAVwNOvBw6WG3u6XEw,엥
UC7_WuXXpd2W6UShbwJbaJ2g,리우스롤
UCCoAP8lAeOXiJwsVIYEGNmg,iDhn
UC5m4g_giAEBgT7ZxAk6bXKw,이 채널은 찢지 말아 주세요
UCY8a590WKbzxCvH_1Q5O8gA,평롤사_평균 실력 롤하는 사람
UCpgx2_C4kqp8WaO9LqRofuQ,롤린이 롤러스케이트 
UC7guCxmFvgDQ4FvdZJguuhA,라발롤
UCjUpJnEiBh7HzeDLsBPOkiw,피클98개
UC0fm6zHtA3J1YWcCFSmpI9w,엔조이롤 | Enjoy LOL
UCfdzOqKHp_buMfLUGLwWGZw,그끄크응
UCdYKsZM3yhAMngNQ7OT5How,국가별 롤 챔피언 실사화 (LOL silsahwa)
UCcZrqwe0Mzqg83adeuu_gBQ,수린아롤하자
UCMEMMaL6Xpvoqvw3TxI5jmg,Team Liquid League of Legends
